,participant_id,frame_id,timestamp,action,JOINT_NONE,JOINT_HEAD,JOINT_NECK,JOINT_TORSO,JOINT_WAIST,JOINT_LEFT_COLLAR,JOINT_LEFT_SHOULDER,JOINT_LEFT_ELBOW,JOINT_LEFT_WRIST,JOINT_LEFT_HAND,JOINT_RIGHT_COLLAR,JOINT_RIGHT_SHOULDER,JOINT_RIGHT_ELBOW,JOINT_RIGHT_WRIST,JOINT_RIGHT_HAND,JOINT_LEFT_HIP,JOINT_LEFT_KNEE,JOINT_LEFT_ANKLE,JOINT_RIGHT_HIP,JOINT_RIGHT_KNEE,JOINT_RIGHT_ANKLE
971,12,2696,"1,64986444740209E+018",initial,[ 0. -0.  0.],[ 1.94087073 -0.04183387  0.54623926],[ 1.95757568 -0.05007952  0.41718951],[ 2.04578809 -0.05908345  0.06600906],[ 2.03400159 -0.05185863 -0.15113521],[ 1.97945984 -0.05231327  0.33006674],[ 1.97045337 -0.22480679  0.32331186],[ 2.01389429 -0.27623135  0.03832422],[ 1.91728552 -0.3030192  -0.23493336],[ 1.89796375 -0.30837677 -0.28958487],[ 1.97945984 -0.05231327  0.33006674],[1.97639075 0.1196739  0.31551245],[1.9800603  0.18778641 0.03073746],[ 1.88579773  0.1941076  -0.2445717 ],[ 1.86694519  0.19537184 -0.29963354],[ 2.05790259 -0.17498273 -0.20191235],[ 1.99047217 -0.18756152 -0.64238574],[ 1.99047217 -0.18756152 -1.06171155],[ 2.05523975  0.0666096  -0.21329486],[ 2.0155293   0.07761643 -0.65716864],[ 2.31517212  0.0719025  -0.95045306]
997,12,2860,"1,64986444743571E+018",fork,[ 0. -0.  0.],[ 1.96092065 -0.04063026  0.54203082],[ 1.9757478  -0.04439214  0.42007309],[ 2.01854138 -0.05240427  0.05257785],[ 2.01945886 -0.05230822 -0.16500412],[ 1.98613867 -0.0463376   0.33084009],[ 1.98698328 -0.23050266  0.33894214],[ 1.77909424 -0.38725806  0.19428273],[ 1.68591602 -0.28679083  0.43113449],[ 1.6672804  -0.26669739  0.47850485],[ 1.98613867 -0.0463376   0.33084009],[1.98733594 0.13790054 0.3307384 ],[1.75479614 0.27975803 0.21024709],[1.68542126 0.18123477 0.45591943],[1.67154626 0.16153012 0.50505389],[ 2.0532373  -0.16929669 -0.20972498],[ 1.99023938 -0.18493355 -0.65075647],[ 1.99023938 -0.18493355 -1.07008228],[ 2.05453369  0.06472382 -0.20880402],[ 2.01875403  0.08333788 -0.65275824],[ 2.29560645  0.0267448  -0.96257086]
1069,12,3151,"1,64986444749663E+018",salt_shaker_right,[ 0. -0.  0.],[ 1.97140674 -0.03783669  0.55210626],[ 1.98444763 -0.04509344  0.42188556],[ 2.06944629 -0.05948786  0.05564407],[ 2.05675293 -0.06084503 -0.15767287],[ 2.00474719 -0.04853115  0.33441901],[ 2.02476636 -0.21972763  0.33178052],[ 2.14803638 -0.28581848  0.06694315],[ 2.17724316 -0.35814255 -0.1964343 ],[ 2.18308447 -0.37260736 -0.24910979],[ 2.00474719 -0.04853115  0.33441901],[1.98428625 0.12631932 0.31767783],[1.86167529 0.17942186 0.04963108],[1.58756873 0.17883205 0.03183562],[1.53274744 0.17871408 0.02827653],[ 2.09450293 -0.17911066 -0.21113263],[ 1.99984912 -0.17312343 -0.64591516],[ 1.99984912 -0.17312343 -1.06524097],[ 2.06891504  0.06288959 -0.21065813],[ 1.99890442  0.07798796 -0.64986377],[ 2.29169556  0.0488733  -0.94862744]
1101,12,3183,"1,64986444750361E+018",salt_shaker_left,[ 0. -0.  0.],[ 1.95402832 -0.04395011  0.55225964],[ 1.97638281 -0.04383439  0.42310693],[ 2.06528076 -0.04846944  0.06072031],[ 2.05789575 -0.05465643 -0.13811737],[ 1.99778943 -0.04495051  0.33584415],[ 1.98171521 -0.21878163  0.32590695],[ 1.92128394 -0.3050816   0.04512382],[ 1.64519983 -0.30707141 -0.01450592],[ 1.58998303 -0.30746936 -0.02643187],[ 1.99778943 -0.04495051  0.33584415],[2.00490234 0.12480338 0.31903607],[2.14270874 0.17288774 0.05705125],[ 2.19002271  0.2351205  -0.21437212],[ 2.1994856   0.24756705 -0.2686568 ],[ 2.07516699 -0.17748663 -0.21164348],[ 2.00474072 -0.1902916  -0.65127655],[ 2.00474072 -0.1902916  -1.07060229],[ 2.0989436   0.06066801 -0.21225064],[ 2.01207458  0.07411086 -0.64891321],[ 2.26550952  0.05254926 -0.98228979]
1236,12,3421,"1,64986444755273E+018",sugar_bowl,[ 0. -0.  0.],[ 1.93940344 -0.04243159  0.55590759],[ 1.95907886 -0.04255328  0.4263197 ],[ 1.99751001 -0.05051091  0.06670648],[ 2.00378113 -0.05083208 -0.1507868 ],[ 1.968625   -0.04452993  0.33699304],[ 1.96417444 -0.22412366  0.33487857],[ 1.85572534 -0.30077066  0.06775212],[ 1.61893079 -0.15675699  0.08283139],[ 1.5715719  -0.12795425  0.08584724],[ 1.968625   -0.04452993  0.33699304],[1.97639685 0.1342803  0.32739941],[1.88744727 0.20827872 0.05243623],[1.64343408 0.07600472 0.05209923],[1.59463147 0.04954993 0.05203183],[ 2.03485156 -0.17345251 -0.2179604 ],[ 1.9840708  -0.18314738 -0.66073499],[ 1.9840708  -0.18314738 -1.08006079],[ 2.03812231  0.06972109 -0.2210267 ],[ 2.00520679  0.0810425  -0.66544818],[ 2.3235647   0.01640857 -0.93059888]
1353,12,3636,"1,64986444759704E+018",mixer,[ 0. -0.  0.],[ 1.92679968 -0.04192077  0.55403809],[ 1.94767187 -0.04524245  0.42636414],[ 2.01375952 -0.05278952  0.05790649],[ 2.00764087 -0.05332311 -0.15957886],[ 1.96353247 -0.0470537   0.33793652],[ 1.96187256 -0.23339223  0.34599146],[ 1.8261814  -0.49749872  0.31680695],[ 1.78514709 -0.46088226  0.57977069],[ 1.77694019 -0.45355896  0.63236346],[ 1.96353247 -0.0470537   0.33793652],[1.96608582 0.13904802 0.33827484],[1.79511255 0.38132565 0.30532458],[1.71643726 0.39389587 0.56189178],[1.70070215 0.39640991 0.6132052 ],[ 2.03716553 -0.17574091 -0.20516188],[ 1.98897168 -0.18523735 -0.64822833],[ 1.98897168 -0.18523735 -1.0675542 ],[ 2.04204382  0.06689046 -0.20731848],[ 2.01413916  0.07973489 -0.65203973],[ 2.29305591 -0.00396708 -0.95375732]
1492,12,3898,"1,64986444765228E+018",pressure_cooker,[ 0. -0.  0.],[ 1.92056494 -0.14329227  0.60025928],[ 1.8787854  -0.15815576  0.47691547],[ 1.98659253 -0.16706337  0.13477563],[ 2.01328674 -0.1708304  -0.08113171],[ 1.90578186 -0.16038635  0.39123874],[ 1.88742224 -0.32205243  0.34238632],[ 1.75402563 -0.44200558  0.10372543],[ 1.64461633 -0.251254    0.26867435],[ 1.6227345  -0.21310368  0.30166412],[ 1.90578186 -0.16038635  0.39123874],[1.94316772e+00 5.74737549e-04 3.51638397e-01],[1.76910071 0.09434546 0.12791946],[ 1.61917578 -0.08652825  0.27064957],[ 1.5891908  -0.122703    0.29919559],[ 2.04912695 -0.29025732 -0.18730028],[ 1.98175635 -0.30999023 -0.62752051],[ 1.98175635 -0.30999023 -1.05221606],[ 2.05589551 -0.05586679 -0.18761281],[ 2.02734546 -0.04063976 -0.63221936],[ 2.29727271 -0.05677784 -0.95970258]
70,2,1010,"1,64986431211377E+018",teacup,[ 0. -0.  0.],[2.23157495 0.04516439 0.60734052],[2.23617822 0.05961255 0.47749365],[2.33488013 0.04713917 0.12243781],[ 2.33850073  0.04097151 -0.09445763],[2.26016821 0.05658085 0.39119598],[ 2.27143091 -0.12624278  0.38411771],[ 2.35693823 -0.19526849  0.09663279],[ 2.29739624 -0.24060497 -0.17463649],[ 2.28548779 -0.24967226 -0.22889035],[2.26016821 0.05658085 0.39119598],[2.26721606 0.24416223 0.38011758],[2.35730835 0.37194409 0.115016  ],[ 2.23799683  0.30885001 -0.1319082 ],[ 2.21413452  0.2962312  -0.18129305],[ 2.37681958 -0.06867912 -0.13445567],[ 2.37509351 -0.09749191 -0.57813123],[ 2.59178198 -0.083811   -0.94839075],[ 2.35843481  0.1546774  -0.13698416],[ 2.33226465  0.16521448 -0.58070166],[ 2.51626538  0.17114024 -0.96844116]
187,2,1261,"1,64986431283727E+018",teapot,[ 0. -0.  0.],[2.2066311  0.08501949 0.62729407],[2.21357764 0.09293518 0.49698965],[2.30170361 0.05804019 0.13771439],[ 2.30526221  0.05200434 -0.06493567],[2.2348335  0.08451858 0.41033319],[ 2.27466284 -0.09573254  0.42758951],[ 2.38090308 -0.34453357  0.55398047],[ 2.36267896 -0.54303796  0.73848627],[ 2.35903418 -0.58273883  0.77538745],[2.2348335  0.08451858 0.41033319],[2.22431519 0.27198315 0.38758295],[2.27038599 0.39609158 0.11992984],[ 2.14733545  0.27812006 -0.09154059],[ 2.12272534  0.25452576 -0.13383467],[ 2.34945752 -0.06198971 -0.13526379],[ 2.38059424 -0.11066447 -0.56646954],[ 2.56188574 -0.05707847 -0.96056458],[ 2.32845776  0.16447711 -0.14790268],[ 2.34272729  0.16173311 -0.58271985],[ 2.49739014  0.16136905 -0.99153284]
336,2,1584,"1,64986431388401E+018",spoon,[ 0. -0.  0.],[2.20629907 0.05453698 0.65009692],[2.22697388 0.04335979 0.52149768],[2.30208154 0.03387616 0.15112982],[ 2.30641357  0.03456602 -0.04928857],[2.24478027 0.04111143 0.4336918 ],[ 2.25168237 -0.1484046   0.42213977],[ 2.3769314  -0.41827338  0.41900006],[ 2.32388721 -0.22635968  0.61478711],[ 2.3027915  -0.1500352   0.69265204],[2.24478027 0.04111143 0.4336918 ],[2.26176782 0.23088675 0.41719476],[2.2468291  0.50873969 0.31183389],[2.19645337 0.32743845 0.51815717],[2.17641895 0.25533458 0.60021234],[ 2.35352075 -0.07887657 -0.12442467],[ 2.3934292  -0.09631892 -0.55641071],[ 2.58208765 -0.08975454 -0.93195563],[ 2.34194385  0.15184035 -0.12500114],[ 2.35954175  0.16035927 -0.55873676],[ 2.53056299  0.16005603 -0.9426908 ]
395,2,1767,"1,64986431459821E+018",ladle,[ 0. -0.  0.],[2.24594409 0.03871006 0.61005762],[2.24928467 0.03723508 0.4782168 ],[2.30312988 0.03541667 0.12186087],[ 2.31423291  0.03717852 -0.09679254],[2.26279321 0.03677888 0.38881473],[ 2.26449292 -0.1465181   0.38049942],[ 2.22363599 -0.25344981  0.10300449],[ 2.00116553 -0.09531714  0.07881413],[ 1.95667139 -0.06369061  0.07397605],[2.26279321 0.03677888 0.38881473],[2.26544214 0.22138846 0.3814093 ],[2.2053645  0.30526797 0.09951918],[1.98235754 0.1461525  0.09365704],[1.9377561 0.1143294 0.0924846],[ 2.35858789 -0.07934613 -0.16450969],[ 2.38605273 -0.09905648 -0.61179968],[ 2.59378149 -0.11602697 -0.99341223],[ 2.34918188  0.15713626 -0.16449481],[ 2.34863403  0.15868544 -0.61305743],[ 2.51156396  0.15922787 -1.01619641]
510,2,1982,"1,64986431522329E+018",shallow_plate,[ 0. -0.  0.],[2.22935669 0.03674862 0.60972986],[2.2339502  0.04087727 0.47764194],[2.29903271 0.03930243 0.1192428 ],[ 2.30140796  0.0414842  -0.10024121],[2.25014673 0.04048535 0.38844974],[ 2.25426392 -0.1485303   0.40183524],[ 2.30273218 -0.36573431  0.1984538 ],[ 2.13672559 -0.27315457  0.40033636],[ 2.10352417 -0.25463863  0.44071289],[2.25014673 0.04048535 0.38844974],[2.26869165 0.21973331 0.38363089],[2.23775903 0.39798621 0.14246738],[2.06713599 0.32893686 0.34984573],[2.03301135 0.31512698 0.39132141],[ 2.34383667 -0.07596986 -0.14839459],[ 2.36892285 -0.10153674 -0.59669092],[ 2.57650562 -0.11508291 -0.98812976],[ 2.33580347  0.16202939 -0.14689462],[ 2.32865674  0.16177489 -0.59656274],[ 2.51901855  0.16937433 -0.99681653]
569,2,2270,"1,64986431613037E+018",dinner_plate,[ 0. -0.  0.],[2.27860352 0.04125101 0.60712518],[2.26753711 0.03829456 0.47458969],[2.30509058 0.03238065 0.10556934],[ 2.31060132  0.03599923 -0.11516399],[2.27676904 0.03684071 0.38387152],[ 2.27796729 -0.12560416  0.35485483],[ 2.01186304 -0.26748276  0.32806174],[ 1.78531348 -0.11504957  0.33722504],[ 1.74000354 -0.08456293  0.33905771],[2.27676904 0.03684071 0.38387152],[2.26271558 0.19547867 0.34583441],[1.96869592 0.25438762 0.30410846],[1.73972913 0.12317467 0.37483289],[1.69393579 0.09693208 0.38897778],[ 2.35885229 -0.0814968  -0.15179691],[ 2.38649487 -0.09860497 -0.60306415],[ 2.56341211 -0.12408005 -1.00280225],[ 2.34591187  0.15746973 -0.15218268],[ 2.35556738  0.15807959 -0.60451593],[ 2.51346265  0.18647845 -1.01194922]
628,2,2458,"1,64986431671736E+018",knife,[ 0. -0.  0.],[2.23740723 0.07421706 0.59898102],[2.24203345 0.0414238  0.47387762],[2.32632593 0.03365982 0.13293134],[ 2.31330176  0.01574098 -0.07642792],[2.26373413 0.03942501 0.38610294],[ 2.27507056 -0.13200308  0.39631848],[ 2.34970288 -0.20318378  0.10472984],[ 2.27915063 -0.23664366 -0.16253993],[ 2.26504028 -0.24333563 -0.2159939 ],[2.26373413 0.03942501 0.38610294],[2.25393188 0.221539   0.40604926],[1.9773645  0.3160152  0.30483026],[1.95786438 0.1835938  0.54899127],[1.95396436 0.15710951 0.59782349],[ 2.36321021 -0.09596938 -0.09062927],[ 2.3801145  -0.09461095 -0.53559204],[ 2.5928479  -0.0560461  -0.91233856],[ 2.34421582  0.13644975 -0.09963144],[ 2.3538855   0.15744489 -0.54431689],[ 2.50423975  0.20696674 -0.94881879]
681,2,2511,"1,64986431690489E+018",initial,[ 0. -0.  0.],[2.22577539 0.03378435 0.60555475],[2.23031836 0.03931782 0.4738266 ],[2.31181128 0.03411615 0.12268762],[ 2.30764136  0.04045726 -0.09584729],[2.25076221 0.0380129  0.38573779],[ 2.25122461 -0.13267242  0.37897549],[ 2.30905591 -0.19896864  0.10130403],[ 2.24324341 -0.23312761 -0.17515681],[ 2.23008081 -0.2399594  -0.23044899],[2.25076221 0.0380129  0.38573779],[2.26466211 0.20920273 0.37909509],[2.27643677 0.27428568 0.09542869],[ 2.21833398  0.26537903 -0.18470258],[ 2.20671338  0.26359769 -0.24072882],[ 2.3586748  -0.07710118 -0.13792336],[ 2.37662573 -0.10147196 -0.58557239],[ 2.60916602 -0.05302555 -0.94569916],[ 2.34808374  0.16129616 -0.13927333],[ 2.32711646  0.15820592 -0.58744373],[ 2.56397852  0.17604599 -0.9475708 ]
758,2,2725,"1,64986431759724E+018",fork,[ 0. -0.  0.],[2.24026025 0.04392437 0.59941003],[2.24082007 0.035012   0.46779007],[2.30334692 0.0334604  0.10405917],[ 2.30255151  0.03726837 -0.11490041],[2.25614209 0.03463178 0.37865881],[ 2.2547439  -0.15143588  0.38594122],[ 2.19829175 -0.42969379  0.28962946],[ 2.14868945 -0.23369604  0.47641483],[ 2.13876904 -0.19449649  0.51377191],[2.25614209 0.03463178 0.37865881],[2.27406592 0.21797189 0.38366925],[2.13070996 0.43989761 0.24193607],[2.08068921 0.31668835 0.48293756],[2.07068506 0.29204651 0.53113788],[ 2.357677   -0.08023486 -0.15627554],[ 2.37887476 -0.09650542 -0.60415076],[ 2.58898462 -0.07014459 -0.98605286],[ 2.34433179  0.15991031 -0.15563432],[ 2.34698145  0.15925345 -0.60429767],[ 2.54378027  0.18429085 -0.99331384]
847,2,2989,"1,64986431837854E+018",salt_shaker_left,[ 0. -0.  0.],[2.21445459 0.03717054 0.59340344],[2.22394043 0.04141168 0.46189221],[2.32657104 0.0354784  0.10176746],[ 2.32800195  0.042072   -0.10044809],[2.24872412 0.03997889 0.3749277 ],[ 2.22237109 -0.13807042  0.37433069],[ 2.16702954 -0.2610975   0.09989064],[ 1.89188538 -0.25131662  0.11890611],[ 1.83685657 -0.24936044  0.12270921],[2.24872412 0.03997889 0.3749277 ],[2.2948938  0.20594637 0.37370346],[2.4284165  0.27097876 0.10638677],[ 2.44810498  0.33705823 -0.16083496],[ 2.45204272  0.35027411 -0.21427931],[ 2.37437378 -0.07675211 -0.17206813],[ 2.38860645 -0.1045033  -0.61964948],[ 2.62396558 -0.05745474 -0.97453845],[ 2.38051001  0.1563318  -0.17988333],[ 2.34992822  0.16070885 -0.62748505],[ 2.56772681  0.16695134 -0.99637317]
924,2,3066,"1,64986431860797E+018",salt_shaker_right,[ 0. -0.  0.],[2.21051685 0.03668701 0.6015675 ],[2.217375   0.04899829 0.47045441],[2.29738843 0.03525568 0.10757623],[ 2.29511084  0.03425205 -0.10528291],[2.23682739 0.04565725 0.38223309],[ 2.28669971 -0.12387393  0.39410089],[ 2.42228882 -0.18850995  0.12573355],[ 2.47814014 -0.22288026 -0.14532948],[ 2.4893103  -0.22975433 -0.1995421 ],[2.23682739 0.04565725 0.38223309],[2.20442187 0.22321632 0.37044995],[2.1368689  0.28158728 0.07614967],[ 1.90665979  0.20806142 -0.06303939],[ 1.86061792  0.19335625 -0.0908772 ],[ 2.36119727 -0.06918645 -0.15931155],[ 2.35638965 -0.09766891 -0.60686755],[ 2.60171973 -0.05913128 -0.95656592],[ 2.33287207  0.15540338 -0.15142102],[ 2.32144409  0.16676018 -0.59961871],[ 2.54458887  0.15087045 -0.96556244]
1012,2,3257,"1,6498643193443E+018",sugar_bowl,[ 0. -0.  0.],[2.2543606  0.047787   0.60326685],[2.24426123 0.03970612 0.4723421 ],[2.30150269 0.03533512 0.10552258],[ 2.30621289  0.03754507 -0.11281117],[2.25816626 0.03864432 0.38323447],[ 2.25789575 -0.14214417  0.39020691],[ 2.13021411 -0.26554562  0.14940112],[ 1.99691858 -0.04746349  0.27145114],[ 1.97025952 -0.00384706  0.29586115],[2.25816626 0.03864432 0.38323447],[2.25511304 0.21978452 0.38599615],[2.13469629 0.30947784 0.12720511],[1.96923328 0.12780156 0.26805783],[1.93614062 0.0914663  0.29622836],[ 2.34651733 -0.08074902 -0.1598815 ],[ 2.37632373 -0.09789636 -0.60600397],[ 2.60844165 -0.1073487  -0.97936871],[ 2.33991357  0.1573327  -0.16076341],[ 2.3395603   0.16099582 -0.60819397],[ 2.53753906  0.18325984 -1.00021173]
1167,2,3521,"1,64986432011069E+018",mixer,[ 0. -0.  0.],[2.24932739 0.05199685 0.61587964],[2.25675952 0.0379286  0.48769949],[2.2943689  0.0242966  0.11876663],[ 2.29688379  0.02556204 -0.09926401],[2.26589453 0.03461747 0.39808792],[ 2.26176514 -0.1469875   0.39669247],[ 2.08570117 -0.38422586  0.34908057],[ 1.9455614  -0.35282785  0.58496899],[ 1.91753345 -0.34654825  0.63214667],[2.26589453 0.03461747 0.39808792],[2.29010156 0.21901881 0.39498523],[2.06812769 0.41806561 0.36938202],[2.11569824 0.24794969 0.58166937],[2.1252124  0.21392651 0.62412683],[ 2.34655835 -0.09007153 -0.14116086],[ 2.39005493 -0.10473869 -0.58270398],[ 2.58583643 -0.10636713 -0.95755829],[ 2.33409668  0.14359282 -0.14468829],[ 2.34558374  0.16094249 -0.58812311],[ 2.51184424  0.1416254  -0.97649554]
1247,2,3714,"1,6498643207802E+018",pressure_cooker,[ 0. -0.  0.],[ 2.30782471 -0.1867283   0.48558954],[ 2.28505225 -0.1933774   0.36323233],[ 2.30389575e+00 -1.94025314e-01 -1.22912598e-03],[ 2.30944702 -0.19180875 -0.19929257],[ 2.28954834 -0.19353198  0.27627161],[ 2.29182227 -0.38000922  0.27990549],[ 2.18021313 -0.6463399   0.26639328],[ 2.04012231 -0.87089722  0.34742917],[ 2.01210413 -0.91580865  0.36363635],[ 2.28954834 -0.19353198  0.27627161],[ 2.3247583  -0.00875618  0.28475259],[2.16220752 0.22600397 0.23962993],[1.98683582 0.42959732 0.30605838],[1.95176147 0.47031598 0.31934406],[ 2.3554187  -0.30320026 -0.27640692],[ 2.354802   -0.33115302 -0.69368494],[ 2.354802   -0.33115302 -1.1000376 ],[ 2.34104858 -0.07402015 -0.27406677],[ 2.31651587 -0.08697796 -0.69135901],[ 2.31651587 -0.08697796 -1.09771167]
144,10,1666,"1,64986442972899E+018",teacup,[ 0. -0.  0.],[ 1.88238171 -0.06518041  0.59006195],[ 1.90076599 -0.0488451   0.4503985 ],[ 2.00360632 -0.04697915  0.06071777],[ 2.00636951 -0.04714743 -0.1746629 ],[ 1.92557336 -0.04839499  0.35639862],[ 1.93399902 -0.2440618   0.34691589],[ 2.02093835 -0.33689304  0.0411242 ],[ 1.98470972 -0.37712097 -0.24850897],[ 1.97746399 -0.38516656 -0.30643561],[ 1.92557336 -0.04839499  0.35639862],[1.9401958  0.15668948 0.37214597],[1.99147925 0.32362079 0.09074125],[ 1.80107813  0.28287415 -0.13040442],[ 1.72323035  0.26621439 -0.22082245],[ 2.07369092 -0.16327594 -0.24872198],[ 2.06654199 -0.14582559 -0.71782147],[ 2.06654199 -0.14582559 -1.17150366],[ 2.0363064   0.08573741 -0.24467047],[ 1.90089478  0.09658922 -0.69406543],[ 1.90089478  0.09658922 -1.14774768]
210,10,1804,"1,6498644302807E+018",teapot,[ 0. -0.  0.],[ 1.89677051 -0.04246723  0.60035742],[ 1.89375464 -0.03444851  0.4561792 ],[ 1.96438953 -0.02799655  0.06580353],[ 1.97074036 -0.02175261 -0.17186346],[ 1.91138196 -0.03283839  0.35875861],[ 1.95970789 -0.23948836  0.37104822],[ 2.038526   -0.54956244  0.35571466],[ 1.99750671 -0.83217871  0.44791809],[ 1.98930286 -0.88870197  0.46635876],[ 1.91138196 -0.03283839  0.35875861],[1.9152323  0.17846907 0.36761707],[1.95904956 0.3313934  0.08961068],[ 1.73342664  0.27654239 -0.100499  ],[ 1.688302    0.26557217 -0.13852094],[ 2.03486768 -0.14329382 -0.25721478],[ 2.06999048 -0.14533766 -0.74717151],[ 2.06999048 -0.14533766 -1.20923645],[ 2.01143176  0.1101768  -0.25619073],[ 1.87324768  0.09579258 -0.72735272],[ 1.87324768  0.09579258 -1.18941772]
258,10,1976,"1,64986443075901E+018",spoon,[ 0. -0.  0.],[ 1.89605481 -0.03942401  0.59557324],[ 1.92401904 -0.03851667  0.45387662],[ 1.97837842 -0.02810773  0.06714615],[ 1.97897034 -0.02100005 -0.17250853],[ 1.93779639 -0.03587852  0.35585971],[ 1.93054553 -0.24077679  0.35693661],[ 2.01723071 -0.53923437  0.2503468 ],[ 1.89752954 -0.3808302   0.47599866],[ 1.87358936 -0.34914935  0.52112903],[ 1.93779639 -0.03587852  0.35585971],[1.95505469 0.16543649 0.36562128],[1.91488672 0.45332867 0.21246346],[1.80941968 0.30451062 0.45135449],[1.78832629 0.27474701 0.49913269],[ 2.04239185 -0.13806657 -0.2405144 ],[ 2.03725073 -0.1263362  -0.7315647 ],[ 2.03725073 -0.1263362  -1.19362964],[ 2.01678735  0.10215513 -0.24409175],[ 1.89554687  0.09794131 -0.7200932 ],[ 1.89554687  0.09794131 -1.1821582 ]
517,10,2279,"1,64986443165102E+018",ladle,[ 0. -0.  0.],[ 1.92023279 -0.05049862  0.58580334],[ 1.92491016 -0.04078069  0.44177402],[ 1.98121191 -0.03401533  0.03642026],[ 1.99071179 -0.02833282 -0.19018106],[ 1.93853027 -0.03914405  0.34371332],[ 1.95998291 -0.24193253  0.33662704],[ 1.94734045 -0.35749048  0.02916197],[ 1.6844093  -0.19154863  0.08707959],[ 1.63182312 -0.15836026  0.09866312],[ 1.93853027 -0.03914405  0.34371332],[1.95158411 0.16555301 0.34449631],[1.93179199 0.27048541 0.03361739],[1.69220959 0.0696114  0.08130183],[1.64429309 0.0294366  0.09083871],[ 2.05331592 -0.14710904 -0.27700751],[ 2.06209497 -0.13222224 -0.76792163],[ 2.06209497 -0.13222224 -1.22998657],[ 2.03225439  0.10446403 -0.26814575],[ 1.90400623  0.10140481 -0.74231708],[ 1.90400623  0.10140481 -1.20438208]
719,10,2509,"1,64986443222769E+018",shallow_plate,[ 0. -0.  0.],[1.9489762  0.06041022 0.59571838],[1.94164331 0.06115305 0.45147406],[1.98607056 0.0639376  0.07335706],[ 1.98831348  0.06911448 -0.16633138],[1.95319751 0.06187722 0.35313754],[ 1.96840186 -0.13794012  0.36216525],[ 1.93417444 -0.2540141   0.05703245],[ 1.74884778 -0.19412935  0.28153268],[ 1.71178247 -0.1821524   0.32643274],[1.95319751 0.06187722 0.35313754],[1.95349878 0.25749475 0.35329282],[1.86510571 0.34877298 0.05062865],[1.69051672 0.26703244 0.27683575],[1.65559888 0.25068433 0.32207718],[ 2.04676575 -0.05688174 -0.20730515],[ 1.96634656 -0.03931157 -0.69157678],[ 2.33500098  0.22325351 -0.78462244],[ 2.04253613  0.197358   -0.20430106],[ 1.94836096  0.16317181 -0.68519336],[ 1.94836096  0.16317181 -1.1472583 ]
806,10,2831,"1,64986443318586E+018",dinner_plate,[ 0. -0.  0.],[1.92284863 0.03769563 0.60935419],[1.9141897  0.04185158 0.46524136],[1.96529614 0.04797127 0.08050708],[ 1.97989819  0.04823579 -0.15880852],[1.92722632 0.04341264 0.36710016],[ 1.9432843  -0.15552887  0.35874957],[ 1.93924561 -0.31243546  0.06992107],[ 1.77028516 -0.14818222  0.25462178],[ 1.73649304 -0.11533157  0.29156192],[1.92722632 0.04341264 0.36710016],[1.94357971 0.23984908 0.35998328],[1.85711426 0.33852985 0.05858033],[1.73028357 0.13895045 0.2422188 ],[1.70491748 0.09903458 0.27894647],[ 2.03600244 -0.07711528 -0.23888031],[ 1.99114709 -0.07733746 -0.72804626],[ 2.24627734  0.30164282 -0.65885986],[ 2.02887695  0.17641083 -0.23908543],[ 1.93839746  0.14119585 -0.72061285],[ 1.93839746  0.14119585 -1.18267773]
862,10,2993,"1,64986443374467E+018",knife,[ 0. -0.  0.],[ 1.88618677 -0.01330204  0.57861945],[ 1.87418311 -0.00699796  0.43482471],[ 1.9437572  -0.01303947  0.04521436],[ 1.94291089 -0.0159788  -0.19452695],[ 1.89158728 -0.00850926  0.3373624 ],[ 1.90222046 -0.19603635  0.32975436],[ 1.96462695 -0.28628009  0.02007104],[ 1.8862063  -0.30020068 -0.29533487],[ 1.87052222 -0.3029848  -0.35841605],[ 1.89158728 -0.00850926  0.3373624 ],[1.89527686 0.18977084 0.34318152],[1.83593518 0.34284467 0.05859553],[1.68949487 0.20764346 0.31569537],[1.66020679 0.18060323 0.36711536],[ 2.00778357 -0.13910393 -0.26493298],[ 1.95789404 -0.07671199 -0.74961188],[ 1.95789404 -0.07671199 -1.21167676],[ 1.98109033  0.12157825 -0.25820728],[ 1.76843628  0.12415195 -0.70100183],[ 1.76843628  0.12415195 -1.16306677]
1008,10,3266,"1,64986443485813E+018",fork,[ 0. -0.  0.],[ 1.87983179 -0.01711872  0.57171063],[ 1.86722656 -0.01942199  0.42784766],[1.93142346e+00 6.57602310e-04 4.34728088e-02],[ 1.93352258  0.01080795 -0.19606384],[ 1.88351624 -0.01432688  0.33031418],[ 1.89792261 -0.22133435  0.32999304],[ 1.87133191 -0.33588159  0.02303107],[ 1.70496082 -0.29360126  0.25827301],[ 1.67168665 -0.2851452   0.30532141],[ 1.88351624 -0.01432688  0.33031418],[1.89584595 0.18584277 0.33655872],[1.81776416 0.29785382 0.03754272],[1.68093738 0.24075023 0.2881886 ],[1.65357202 0.22932951 0.33831778],[ 1.97486218 -0.1137197  -0.27021185],[ 1.95628552 -0.07334174 -0.75941516],[ 1.95628552 -0.07334174 -1.2214801 ],[ 1.96550647  0.14071643 -0.264742  ],[ 1.76243066  0.12200972 -0.7116264 ],[ 1.76243066  0.12200972 -1.17369141]
